Date,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
28-10-2008,CHI,MIL,3,9,0.333,0,0,,5,7,0.714,1,3,4,9,3,0,4,2,11,11.2,7,Yes,W ,13,32,12
31-10-2008,CHI,BOS,6,14,0.429,0,0,,6,6,1,2,2,4,1,1,0,3,4,18,9.7,-15,Yes,L ,-16,28,17
01-11-2008,CHI,MEM,11,20,0.55,0,1,0,4,4,1,2,4,6,3,0,0,2,0,26,19.1,8,Yes,W ,10,37,9
03-11-2008,CHI,ORL,7,16,0.438,0,0,,0,0,,0,4,4,1,0,0,3,3,14,3.3,-8,Yes,L ,-3,38,58
05-11-2008,CHI,CLE,7,16,0.438,1,3,0.333,5,6,0.833,0,0,0,7,1,0,3,1,20,13.7,-18,Yes,L ,-14,39,27
07-11-2008,CHI,PHO,8,11,0.727,1,2,0.5,1,2,0.5,0,4,4,6,2,0,3,1,18,17.1,11,Yes,W ,17,40,29
08-11-2008,CHI,CLE,7,21,0.333,0,2,0,3,4,0.75,3,2,5,9,1,0,3,2,17,10.9,-12,Yes,L ,-9,44,1
11-11-2008,CHI,ATL,9,17,0.529,0,0,,8,9,0.889,5,5,10,6,0,0,3,0,26,23.5,-11,Yes,L ,-5,42,29
13-11-2008,CHI,DAL,7,17,0.412,0,1,0,2,4,0.5,2,7,9,6,1,0,0,1,16,14.4,6,Yes,W ,7,41,52
15-11-2008,CHI,IND,8,15,0.533,3,5,0.6,4,4,1,0,4,4,8,3,1,1,0,23,25.2,20,Yes,W ,13,40,24
18-11-2008,CHI,LAL,11,18,0.611,1,2,0.5,2,2,1,0,3,3,9,0,0,2,1,25,21.6,-20,Yes,L ,-7,35,41
19-11-2008,CHI,POR,1,8,0.125,0,1,0,4,4,1,0,0,0,1,1,0,3,1,6,-0.9,-32,Yes,L ,-42,29,47
21-11-2008,CHI,GSW,12,19,0.632,0,1,0,1,1,1,0,3,3,5,2,0,5,4,25,16.3,1,Yes,W ,5,36,9
23-11-2008,CHI,DEN,7,16,0.438,0,0,,1,2,0.5,1,1,2,6,0,2,4,3,15,7.6,-14,Yes,L ,-13,43,38
24-11-2008,CHI,UTA,10,18,0.556,1,1,1,4,4,1,0,1,1,9,1,0,3,0,25,21,-11,Yes,W ,1,34,39
26-11-2008,CHI,SAS,5,11,0.455,0,0,,0,0,,1,5,6,6,0,0,2,2,10,7.9,-2,Yes,L ,-10,39,56
30-11-2008,CHI,PHI,8,15,0.533,0,0,,2,2,1,0,5,5,10,1,1,2,1,18,18.5,14,Yes,W ,11,40,31
02-12-2008,CHI,PHI,11,19,0.579,0,0,,2,3,0.667,1,5,6,2,0,0,6,5,24,10.3,-11,Yes,L ,-8,40,37
03-12-2008,CHI,MIL,7,16,0.438,0,1,0,4,4,1,1,0,1,9,4,0,5,2,18,14.8,4,Yes,L ,-7,42,50
06-12-2008,CHI,WAS,6,12,0.5,1,3,0.333,2,4,0.5,0,0,0,8,2,0,0,0,15,15.8,8,Yes,W ,7,36,49
09-12-2008,CHI,NYK,7,11,0.636,0,1,0,1,3,0.333,0,3,3,7,1,2,2,2,15,14.7,7,Yes,W ,5,40,37
12-12-2008,CHI,MEM,6,14,0.429,0,3,0,0,1,0,0,4,4,11,0,0,3,3,12,8.9,1,Yes,L ,-7,44,40
13-12-2008,CHI,NJN,8,18,0.444,2,3,0.667,4,4,1,2,4,6,6,1,0,1,2,22,18.6,-5,Yes,W ,9,38,41
16-12-2008,CHI,CHA,3,16,0.188,0,1,0,0,0,,0,5,5,7,0,0,3,2,6,-1.4,-9,Yes,L ,-9,46,58
17-12-2008,CHI,LAC,5,17,0.294,0,2,0,6,8,0.75,0,1,1,7,1,0,1,2,16,9.7,7,Yes,W ,6,42,30
19-12-2008,CHI,BOS,5,10,0.5,2,3,0.667,2,2,1,0,0,0,5,0,0,3,1,14,9.1,-26,Yes,L ,-18,22,58
20-12-2008,CHI,UTA,10,17,0.588,0,1,0,4,6,0.667,2,3,5,3,0,0,3,3,24,15.5,4,Yes,W ,8,31,31
23-12-2008,CHI,DET,4,9,0.444,0,1,0,2,2,1,1,3,4,5,1,0,2,6,10,7,-2,Yes,L ,-6,20,43
26-12-2008,CHI,MIA,3,14,0.214,0,0,,4,4,1,1,2,3,3,1,0,5,0,10,0.8,-14,Yes,L ,-13,38,21
27-12-2008,CHI,ATL,12,19,0.632,1,1,1,2,6,0.333,1,3,4,7,0,0,2,1,27,21,-10,Yes,L ,-12,41,31
29-12-2008,CHI,NJN,9,15,0.6,1,2,0.5,2,2,1,1,3,4,13,2,0,3,1,21,23.4,24,Yes,W ,13,42,33
31-12-2008,CHI,ORL,5,13,0.385,0,1,0,1,1,1,0,1,1,0,0,1,3,0,11,1.9,-26,Yes,L ,-19,27,25
02-01-2009,CHI,CLE,1,6,0.167,0,0,,1,2,0.5,0,2,2,2,0,0,1,2,3,-1,-10,Yes,L ,-25,22,20
03-01-2009,CHI,MIN,9,19,0.474,0,1,0,4,4,1,0,4,4,5,0,1,3,2,22,13.9,-12,Yes,L ,-10,39,13
06-01-2009,CHI,SAC,7,12,0.583,0,1,0,2,2,1,1,2,3,8,0,0,2,1,16,14.9,14,Yes,W ,5,35,23
09-01-2009,CHI,WAS,3,12,0.25,0,0,,2,2,1,2,2,4,9,0,0,2,1,8,6.7,8,Yes,W ,12,35,19
10-01-2009,CHI,OKC,8,18,0.444,0,1,0,0,1,0,1,2,3,6,2,0,2,1,16,11.3,-9,Yes,L ,-11,40,18
12-01-2009,CHI,POR,5,14,0.357,0,2,0,3,5,0.6,2,1,3,10,1,0,2,0,13,12.1,-13,Yes,L ,-14,41,58
14-01-2009,CHI,TOR,12,18,0.667,0,1,0,1,1,1,2,0,2,10,0,0,1,0,25,24.6,-3,Yes,W ,4,38,18
15-01-2009,CHI,CLE,6,20,0.3,0,0,,4,6,0.667,0,3,3,6,0,1,1,1,16,8,-8,Yes,W ,9,44,12
17-01-2009,CHI,SAS,6,21,0.286,0,1,0,0,0,,2,1,3,8,1,0,0,2,12,7.2,-4,Yes,L ,-5,36,31
19-01-2009,CHI,NYK,9,20,0.45,0,0,,2,2,1,2,2,4,8,0,0,3,2,20,13.4,-4,Yes,L ,-4,36,41
20-01-2009,CHI,ATL,6,13,0.462,1,3,0.333,0,0,,1,2,3,4,0,0,3,1,13,7,-13,Yes,L ,-3,31,32
23-01-2009,CHI,TOR,5,12,0.417,0,1,0,2,2,1,2,1,3,4,1,0,4,2,12,6.3,-25,Yes,L ,-20,31,19
25-01-2009,CHI,MIN,8,19,0.421,0,1,0,2,3,0.667,1,2,3,7,2,1,5,2,18,10.6,10,Yes,L ,-1,43,24
28-01-2009,CHI,LAC,9,13,0.692,0,0,,3,4,0.75,1,3,4,6,1,1,5,0,21,17.6,28,Yes,W ,20,33,1
30-01-2009,CHI,SAC,2,6,0.333,0,0,,0,0,,1,2,3,11,2,0,4,1,4,7.2,16,Yes,W ,21,29,44
31-01-2009,CHI,PHO,12,19,0.632,0,0,,2,2,1,4,2,6,4,0,0,0,1,26,23.3,5,Yes,W ,11,31,1
03-02-2009,CHI,HOU,6,13,0.462,0,1,0,0,0,,4,3,7,7,2,0,0,0,12,15.9,-7,Yes,L ,-7,29,35
04-02-2009,CHI,NOH,10,14,0.714,0,1,0,1,2,0.5,2,2,4,6,1,0,2,2,21,19.2,18,Yes,W ,14,35,13
07-02-2009,CHI,DAL,11,25,0.44,0,1,0,0,0,,2,2,4,9,0,1,3,3,22,13.7,6,Yes,L ,-1,42,47
10-02-2009,CHI,DET,10,15,0.667,0,0,,3,4,0.75,1,1,2,4,0,0,0,2,23,19.1,-2,Yes,W ,5,29,29
12-02-2009,CHI,MIA,7,14,0.5,0,1,0,4,4,1,1,3,4,6,1,0,2,1,18,15.4,-7,Yes,L ,-2,38,54
18-02-2009,CHI,MIL,5,9,0.556,0,0,,8,8,1,1,4,5,9,2,0,7,2,18,16.1,3,Yes,W ,9,36,30
20-02-2009,CHI,DEN,5,11,0.455,0,0,,0,0,,3,3,6,6,1,0,4,2,10,7.7,-4,Yes,W ,17,26,58
22-02-2009,CHI,IND,1,9,0.111,0,0,,1,2,0.5,2,1,3,8,1,1,1,0,3,4.7,-1,Yes,L ,-7,28,11
24-02-2009,CHI,ORL,11,20,0.55,0,0,,0,0,,1,2,3,5,0,0,1,3,22,15,11,Yes,W ,18,35,2
25-02-2009,CHI,NJN,4,9,0.444,0,0,,1,2,0.5,2,0,2,5,0,0,0,3,9,7.6,-17,Yes,L ,-12,30,17
27-02-2009,CHI,WAS,4,10,0.4,0,0,,2,5,0.4,0,0,0,3,0,0,5,1,10,0.1,-22,Yes,L ,-23,34,13
28-02-2009,CHI,HOU,10,21,0.476,0,2,0,2,4,0.5,3,5,8,7,1,0,2,0,22,18,0,Yes,W ,3,40,0
03-03-2009,CHI,CHA,3,11,0.273,0,1,0,7,8,0.875,0,4,4,5,0,0,0,1,13,10.4,-17,Yes,L ,-16,39,13
04-03-2009,CHI,GSW,6,14,0.429,0,0,,2,2,1,0,3,3,6,0,0,3,0,14,8.7,14,Yes,W ,22,39,54
06-03-2009,CHI,MIL,10,18,0.556,0,0,,7,7,1,0,1,1,6,2,0,2,2,27,22.1,13,Yes,W ,15,41,5
09-03-2009,CHI,MIA,9,25,0.36,1,2,0.5,4,4,1,3,6,9,3,2,0,4,4,23,11.5,-12,Yes,L ,-3,55,20
11-03-2009,CHI,ORL,2,12,0.167,0,1,0,3,4,0.75,2,0,2,3,1,0,2,0,7,1.5,-21,Yes,L ,-28,29,46
13-03-2009,CHI,PHI,10,19,0.526,0,2,0,0,0,,1,5,6,6,1,0,4,0,20,14.1,2,Yes,L ,-3,42,2
14-03-2009,CHI,NOH,2,9,0.222,0,2,0,0,0,,1,3,4,7,1,0,3,1,4,2.6,11,Yes,W ,18,34,20
17-03-2009,CHI,BOS,4,11,0.364,0,0,,3,3,1,0,3,3,8,0,0,1,3,11,9.2,-3,Yes,W ,6,34,51
18-03-2009,CHI,OKC,12,14,0.857,0,0,,1,2,0.5,2,4,6,3,1,0,6,3,25,18.1,11,Yes,W ,7,41,25
21-03-2009,CHI,LAL,10,19,0.526,0,0,,5,5,1,4,1,5,4,0,0,4,1,25,17.2,-10,Yes,L ,-8,39,2
23-03-2009,CHI,WAS,6,15,0.4,0,0,,0,0,,1,4,5,8,0,0,1,2,12,9.6,3,Yes,W ,2,38,58
26-03-2009,CHI,MIA,4,7,0.571,0,0,,1,2,0.5,0,5,5,7,0,0,0,0,9,11.7,15,Yes,W ,19,30,3
28-03-2009,CHI,IND,7,18,0.389,0,0,,2,3,0.667,1,8,9,8,0,0,2,2,16,11.7,-11,Yes,W ,6,33,16
29-03-2009,CHI,TOR,9,13,0.692,0,0,,5,6,0.833,0,3,3,9,1,0,4,3,23,20.1,6,Yes,L ,-5,42,24
31-03-2009,CHI,IND,12,21,0.571,0,0,,0,1,0,2,9,11,6,0,0,0,1,24,21.6,0,Yes,L ,-2,39,46
04-04-2009,CHI,NJN,7,12,0.583,0,0,,1,1,1,2,2,4,5,2,0,2,4,15,13.3,14,Yes,W ,9,34,59
07-04-2009,CHI,NYK,7,17,0.412,0,0,,4,5,0.8,1,2,3,6,1,0,3,0,18,12,2,Yes,W ,7,38,16
09-04-2009,CHI,PHI,8,13,0.615,0,3,0,0,0,,0,2,2,8,2,1,3,1,16,15.6,25,Yes,W ,14,38,59
11-04-2009,CHI,CHA,10,16,0.625,0,0,,2,2,1,1,2,3,7,2,1,1,2,22,21.9,7,Yes,W ,7,41,17
13-04-2009,CHI,DET,9,17,0.529,0,1,0,6,9,0.667,1,4,5,8,0,1,2,0,24,20.7,3,Yes,W ,3,40,46
15-04-2009,CHI,TOR,7,14,0.5,0,0,,6,8,0.75,3,3,6,11,1,2,2,1,20,22.9,-7,Yes,L ,-11,42,37
29-10-2009,CHI,SAS,5,12,0.417,0,1,0,3,5,0.6,1,6,7,7,1,1,1,2,13,13.1,4,Yes,W ,7,33,8
30-10-2009,CHI,BOS,4,8,0.5,0,0,,2,3,0.667,0,0,0,2,0,0,2,1,10,4.6,-19,Yes,L ,-28,23,57
01-11-2009,CHI,MIA,4,15,0.267,0,0,,0,2,0,1,4,5,5,1,0,2,2,8,1.9,-11,Yes,L ,-8,35,8
03-11-2009,CHI,MIL,6,12,0.5,0,0,,4,4,1,1,1,2,5,0,1,5,0,16,10.2,-6,Yes,W ,2,28,50
05-11-2009,CHI,CLE,6,15,0.4,0,2,0,2,2,1,1,1,2,11,1,0,2,1,14,13.2,1,Yes,W ,1,32,33
07-11-2009,CHI,CHA,6,11,0.545,0,0,,1,2,0.5,0,1,1,4,3,0,7,3,13,5.2,-7,Yes,W ,3,29,59
10-11-2009,CHI,DEN,10,17,0.588,0,0,,2,2,1,1,0,1,5,1,2,0,2,22,19.9,12,Yes,L ,-1,39,2
11-11-2009,CHI,TOR,6,14,0.429,0,0,,2,2,1,1,4,5,6,1,0,1,1,14,12.3,-14,Yes,L ,-10,33,59
14-11-2009,CHI,PHI,7,12,0.583,0,0,,0,0,,1,2,3,3,0,0,7,0,14,4.8,-6,Yes,W ,6,36,43
17-11-2009,CHI,SAC,2,12,0.167,0,1,0,6,6,1,0,3,3,7,2,1,2,0,10,8.9,1,Yes,W ,14,33,38
19-11-2009,CHI,LAL,9,20,0.45,0,0,,2,2,1,0,1,1,6,1,0,2,0,20,13.1,-15,Yes,L ,-15,38,2
21-11-2009,CHI,DEN,11,20,0.55,0,1,0,6,7,0.857,1,5,6,3,1,0,5,1,28,17.9,-16,Yes,L ,-19,36,54
23-11-2009,CHI,POR,7,14,0.5,0,0,,0,0,,2,1,3,5,1,0,2,4,14,9.6,-15,Yes,L ,-24,39,3
26-11-2009,CHI,UTA,9,17,0.529,1,1,1,0,0,,1,3,4,2,0,0,4,2,19,8.9,-23,Yes,L ,-19,38,27
30-11-2009,CHI,MIL,8,17,0.471,0,0,,3,3,1,2,0,2,7,1,0,2,3,19,14.4,4,Yes,L ,-2,44,9
02-12-2009,CHI,DET,6,9,0.667,0,0,,7,9,0.778,1,3,4,6,2,0,5,1,19,16.7,14,Yes,W ,7,38,25
04-12-2009,CHI,CLE,5,16,0.313,0,0,,3,3,1,0,1,1,7,1,0,1,0,13,9,-15,Yes,L ,-14,29,17
05-12-2009,CHI,TOR,3,9,0.333,0,0,,3,6,0.5,0,0,0,5,0,0,2,1,9,3.8,-22,Yes,L ,-32,27,32
08-12-2009,CHI,NJN,13,23,0.565,0,1,0,1,4,0.25,2,5,7,10,1,1,3,2,27,22.7,11,Yes,L ,-2,42,15
09-12-2009,CHI,ATL,7,18,0.389,0,0,,5,5,1,1,1,2,7,0,0,5,0,19,10.1,-22,Yes,L ,-35,32,1
11-12-2009,CHI,GSW,7,22,0.318,0,1,0,1,2,0.5,1,1,2,5,0,0,3,1,15,3.1,1,Yes,W ,5,43,29
12-12-2009,CHI,BOS,8,19,0.421,0,0,,3,5,0.6,2,3,5,3,1,1,1,1,19,12.8,-12,Yes,L ,-26,35,21
15-12-2009,CHI,LAL,9,22,0.409,0,0,,3,4,0.75,0,4,4,6,0,0,2,2,21,11.4,8,Yes,L ,-9,33,19
17-12-2009,CHI,NYK,8,18,0.444,0,0,,2,2,1,1,3,4,6,1,0,3,1,18,12,-10,Yes,W ,9,35,30
19-12-2009,CHI,ATL,14,24,0.583,0,1,0,4,6,0.667,1,3,4,6,0,0,0,0,32,25.8,4,Yes,W ,3,42,44
21-12-2009,CHI,SAC,9,19,0.474,0,0,,6,7,0.857,1,2,3,7,0,1,3,0,24,17.8,-2,Yes,L ,-4,41,16
22-12-2009,CHI,NYK,11,21,0.524,1,1,1,3,3,1,1,5,6,4,0,0,2,0,26,18.7,-5,Yes,L ,-7,34,38
26-12-2009,CHI,NOH,7,20,0.35,0,0,,0,0,,4,2,6,9,2,0,3,1,14,11.1,21,Yes,W ,11,39,44
29-12-2009,CHI,IND,11,20,0.55,0,1,0,6,8,0.75,2,3,5,6,0,1,6,1,28,18.4,1,Yes,W ,9,41,13
31-12-2009,CHI,DET,7,18,0.389,0,1,0,8,8,1,0,4,4,4,1,2,2,1,22,16.2,12,Yes,W ,11,40,5
02-01-2010,CHI,ORL,11,23,0.478,0,0,,8,10,0.8,1,5,6,7,0,0,2,1,30,22.2,9,Yes,W ,8,38,8
04-01-2010,CHI,OKC,9,20,0.45,0,0,,1,1,1,1,2,3,7,2,0,2,1,19,14.4,-10,Yes,L ,-13,36,42
05-01-2010,CHI,CHA,11,19,0.579,0,1,0,2,3,0.667,1,2,3,9,0,1,7,3,24,14.8,-4,Yes,L ,-5,37,52
08-01-2010,CHI,MIL,10,25,0.4,0,0,,5,7,0.714,1,4,5,9,0,0,2,2,25,16.1,-9,Yes,L ,-3,37,34
09-01-2010,CHI,MIN,3,7,0.429,0,0,,2,4,0.5,0,4,4,7,2,0,1,2,8,9.8,7,Yes,W ,14,31,20
11-01-2010,CHI,DET,11,13,0.846,0,0,,0,0,,0,2,2,9,1,0,2,2,22,22.4,29,Yes,W ,33,25,19
14-01-2010,CHI,BOS,8,16,0.5,0,0,,1,2,0.5,1,7,8,4,0,0,3,3,17,10,12,Yes,W ,13,29,57
15-01-2010,CHI,WAS,16,33,0.485,0,0,,5,7,0.714,1,8,9,6,0,0,3,1,37,23.4,5,Yes,W ,2,50,15
18-01-2010,CHI,GSW,7,19,0.368,0,0,,5,8,0.625,0,2,2,4,1,0,4,2,19,6.9,-20,Yes,L ,-17,34,49
20-01-2010,CHI,LAC,10,24,0.417,0,0,,3,4,0.75,3,5,8,7,1,2,4,0,23,16.7,-1,Yes,L ,-7,43,17
22-01-2010,CHI,PHO,15,21,0.714,1,1,1,1,3,0.333,0,3,3,5,3,0,1,0,32,28.9,7,Yes,W ,11,43,44
23-01-2010,CHI,HOU,7,14,0.5,0,1,0,6,8,0.75,0,3,3,4,0,1,4,4,20,11,11,Yes,W ,7,35,19
25-01-2010,CHI,SAS,13,23,0.565,1,1,1,0,0,,0,3,3,6,0,0,0,0,27,21.2,6,Yes,W ,5,34,32
27-01-2010,CHI,OKC,13,23,0.565,0,1,0,0,0,,1,2,3,7,0,0,2,2,26,18.5,8,Yes,W ,10,36,57
29-01-2010,CHI,NOH,7,19,0.368,0,0,,4,5,0.8,0,4,4,5,3,0,4,1,18,10.4,7,Yes,W ,2,44,36
02-02-2010,CHI,LAC,7,20,0.35,0,1,0,2,2,1,1,3,4,4,0,0,4,0,16,5.2,-16,Yes,L ,-8,36,11
03-02-2010,CHI,PHI,10,22,0.455,1,1,1,9,10,0.9,2,2,4,9,0,0,4,1,30,22.1,2,Yes,L ,-3,42,52
05-02-2010,CHI,ATL,9,21,0.429,0,2,0,1,2,0.5,1,2,3,6,0,0,2,0,19,11,-9,Yes,L ,-10,40,42
06-02-2010,CHI,MIA,9,19,0.474,0,0,,6,8,0.75,0,5,5,2,0,0,3,0,24,13.4,-2,Yes,W ,4,43,0
09-02-2010,CHI,IND,9,18,0.5,0,1,0,3,3,1,1,2,3,7,2,0,5,2,21,14.4,6,Yes,W ,8,38,13
10-02-2010,CHI,ORL,1,1,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,3,2.7,-3,Yes,L ,-20,2,24
16-02-2010,CHI,NYK,14,18,0.778,0,0,,1,1,1,0,3,3,6,1,0,2,0,29,26.1,23,Yes,W ,33,27,2
17-02-2010,CHI,NYK,10,19,0.526,0,0,,7,9,0.778,0,4,4,6,1,0,1,1,27,21.9,-2,Yes,W ,6,39,34
19-02-2010,CHI,MIN,8,17,0.471,0,1,0,3,4,0.75,1,7,8,5,1,0,3,2,19,13.4,8,Yes,W ,6,38,38
20-02-2010,CHI,PHI,7,16,0.438,1,1,1,2,4,0.5,2,2,4,6,1,0,1,0,17,14,24,Yes,W ,32,33,49
22-02-2010,CHI,WAS,8,16,0.5,0,1,0,6,7,0.857,2,3,5,6,1,0,4,3,22,15.9,-6,Yes,L ,-6,39,5
24-02-2010,CHI,IND,10,19,0.526,0,0,,3,4,0.75,0,9,9,8,1,1,4,2,23,18.5,17,Yes,W ,10,39,8
26-02-2010,CHI,POR,15,25,0.6,0,0,,3,4,0.75,1,1,2,4,1,0,5,1,33,20.5,-2,Yes,W ,4,46,37
27-02-2010,CHI,IND,9,14,0.643,0,0,,9,12,0.75,0,2,2,4,1,0,2,1,27,21.6,-4,Yes,L ,-10,37,35
01-03-2010,CHI,ATL,11,24,0.458,0,0,,2,2,1,0,0,0,3,0,0,2,0,24,11.7,-10,Yes,L ,-24,31,27
04-03-2010,CHI,MEM,9,21,0.429,0,0,,2,2,1,1,2,3,3,2,1,3,1,20,11.6,-8,Yes,L ,-9,38,28
06-03-2010,CHI,DAL,15,22,0.682,0,2,0,4,4,1,0,0,0,8,0,0,2,2,34,27.4,2,Yes,L ,-6,42,10
09-03-2010,CHI,UTA,10,19,0.526,0,0,,5,6,0.833,2,2,4,13,0,0,5,0,25,21.4,-22,Yes,L ,-24,38,56
11-03-2010,CHI,ORL,1,4,0.25,0,0,,1,2,0.5,0,0,0,2,0,0,0,1,3,1.2,-11,Yes,L ,-29,12,0
20-03-2010,CHI,PHI,9,16,0.563,4,6,0.667,1,1,1,0,4,4,5,1,1,1,3,23,19.6,18,Yes,W ,14,37,23
22-03-2010,CHI,HOU,12,22,0.545,2,7,0.286,1,4,0.25,2,5,7,8,0,1,4,3,27,19.2,9,Yes,W ,10,46,35
25-03-2010,CHI,MIA,5,16,0.313,0,2,0,2,4,0.5,1,4,5,5,0,0,1,0,12,6.4,-33,Yes,L ,-29,32,42
27-03-2010,CHI,NJN,3,12,0.25,0,0,,1,2,0.5,0,5,5,9,1,1,0,0,7,8.9,19,Yes,W ,23,35,29
28-03-2010,CHI,DET,7,13,0.538,0,1,0,7,8,0.875,0,3,3,9,1,1,1,1,21,21.8,0,Yes,W ,7,35,56
30-03-2010,CHI,PHO,7,16,0.438,1,4,0.25,8,9,0.889,1,4,5,10,1,0,1,0,23,23.1,-3,Yes,L ,-6,42,30
02-04-2010,CHI,WAS,10,19,0.526,0,1,0,4,4,1,2,2,4,5,0,0,3,0,24,17.2,0,Yes,W ,8,40,49
03-04-2010,CHI,CHA,10,19,0.526,0,1,0,6,6,1,0,4,4,5,0,1,3,0,26,19.1,6,Yes,W ,8,40,42
06-04-2010,CHI,MIL,5,12,0.417,0,0,,2,2,1,0,5,5,11,1,0,6,3,12,8.6,0,Yes,L ,-5,38,7
08-04-2010,CHI,CLE,10,17,0.588,1,3,0.333,3,7,0.429,0,3,3,10,1,0,4,3,24,18.2,6,Yes,W ,1,38,16
09-04-2010,CHI,NJN,9,19,0.474,0,1,0,7,12,0.583,0,6,6,6,0,0,7,6,25,9.9,-4,Yes,L ,-11,47,44
11-04-2010,CHI,TOR,12,23,0.522,0,3,0,2,2,1,1,3,4,7,1,1,1,0,26,21.9,7,Yes,W ,16,37,39
13-04-2010,CHI,BOS,15,22,0.682,0,0,,9,10,0.9,2,3,5,7,0,3,2,2,39,35.7,12,Yes,W ,8,45,35
14-04-2010,CHI,CHA,10,19,0.526,2,4,0.5,5,6,0.833,2,0,2,5,2,1,5,0,27,19.9,8,Yes,W ,9,42,59
27-10-2010,CHI,OKC,12,31,0.387,0,4,0,4,4,1,1,3,4,6,0,1,2,4,28,14,-1,Yes,L ,-11,31,19
30-10-2010,CHI,DET,13,27,0.481,3,7,0.429,10,13,0.769,1,5,6,7,2,2,7,3,39,26.4,15,Yes,W ,10,38,2
01-11-2010,CHI,POR,6,11,0.545,0,3,0,4,6,0.667,0,5,5,13,1,0,6,2,16,14.7,9,Yes,W ,12,36,35
04-11-2010,CHI,NYK,9,17,0.529,2,4,0.5,4,6,0.667,0,1,1,14,1,0,3,2,24,22.2,-10,Yes,L ,-8,34,59
05-11-2010,CHI,BOS,8,19,0.421,0,2,0,2,2,1,2,3,5,9,0,0,6,2,18,9.7,-8,Yes,L ,-5,45,36
08-11-2010,CHI,DEN,7,21,0.333,1,2,0.5,3,5,0.6,0,2,2,6,1,1,3,2,18,8,6,Yes,W ,2,39,30
11-11-2010,CHI,GSW,10,17,0.588,0,3,0,2,2,1,1,2,3,13,1,1,3,0,22,23.2,31,Yes,W ,30,36,42
13-11-2010,CHI,WAS,8,20,0.4,1,4,0.25,7,7,1,1,3,4,8,2,1,3,1,24,19.7,12,Yes,W ,7,36,9
16-11-2010,CHI,HOU,13,20,0.65,4,5,0.8,3,6,0.5,1,2,3,7,3,0,3,4,33,27.6,6,Yes,W ,3,37,41
17-11-2010,CHI,SAS,15,27,0.556,2,4,0.5,1,1,1,0,3,3,4,0,0,4,2,33,19,-19,Yes,L ,-9,37,50
19-11-2010,CHI,DAL,8,17,0.471,1,3,0.333,5,9,0.556,2,2,4,6,1,0,4,0,22,14.9,6,Yes,W ,5,40,51
23-11-2010,CHI,LAL,11,25,0.44,2,5,0.4,6,9,0.667,1,4,5,8,1,1,3,1,30,21.5,1,Yes,L ,-7,39,59
24-11-2010,CHI,PHO,14,33,0.424,1,5,0.2,6,6,1,1,11,12,7,0,1,4,6,35,20.7,7,Yes,W ,8,50,19
27-11-2010,CHI,SAC,10,23,0.435,1,4,0.25,9,9,1,2,5,7,7,1,0,1,3,30,24.5,10,Yes,W ,11,42,2
01-12-2010,CHI,ORL,5,13,0.385,2,4,0.5,3,6,0.5,0,0,0,4,0,1,3,3,15,6,-24,Yes,L ,-29,31,56
03-12-2010,CHI,BOS,7,17,0.412,1,5,0.2,5,5,1,0,3,3,8,0,0,4,2,20,12.6,-29,Yes,L ,-12,36,19
04-12-2010,CHI,HOU,13,28,0.464,4,6,0.667,0,0,,2,5,7,11,5,1,4,4,30,26.3,-4,Yes,W ,3,44,2
06-12-2010,CHI,OKC,3,13,0.231,1,2,0.5,4,4,1,1,3,4,9,2,1,5,2,11,7.9,13,Yes,W ,9,38,13
08-12-2010,CHI,CLE,11,22,0.5,3,6,0.5,4,6,0.667,1,3,4,8,0,0,3,0,29,21.4,3,Yes,W ,5,37,43
10-12-2010,CHI,LAL,12,25,0.48,3,5,0.6,2,4,0.5,2,3,5,9,0,0,4,2,29,19.3,8,Yes,W ,4,39,26
11-12-2010,CHI,MIN,8,10,0.8,5,6,0.833,0,0,,1,2,3,7,0,1,3,1,21,20.7,19,Yes,W ,31,29,31
13-12-2010,CHI,IND,6,18,0.333,3,6,0.5,2,3,0.667,1,5,6,12,1,0,3,3,17,13.8,25,Yes,W ,19,38,45
15-12-2010,CHI,TOR,3,9,0.333,0,2,0,0,0,,2,1,3,11,2,0,5,0,6,7.3,22,Yes,W ,17,29,37
18-12-2010,CHI,LAC,12,24,0.5,3,6,0.5,7,9,0.778,2,4,6,8,0,2,4,1,34,26.4,8,Yes,L ,-1,41,9
21-12-2010,CHI,PHI,7,13,0.538,2,4,0.5,6,6,1,0,5,5,12,1,0,0,1,22,26.2,41,Yes,W ,45,29,10
22-12-2010,CHI,WAS,9,21,0.429,0,6,0,7,10,0.7,1,4,5,5,1,3,4,4,25,15.6,1,Yes,W ,7,38,10
25-12-2010,CHI,NYK,12,28,0.429,0,2,0,1,3,0.333,2,5,7,8,6,0,7,2,25,16.1,-3,Yes,L ,-8,41,21
26-12-2010,CHI,DET,9,23,0.391,0,3,0,5,6,0.833,1,11,12,8,2,0,6,2,23,14.9,9,Yes,W ,3,41,14
28-12-2010,CHI,MIL,7,17,0.412,3,4,0.75,1,1,1,1,5,6,12,1,0,2,1,18,18.1,13,Yes,W ,13,39,50
31-12-2010,CHI,NJN,5,16,0.313,2,6,0.333,7,7,1,1,3,4,9,0,0,1,0,19,16.7,4,Yes,W ,9,39,28
